,Date,close,Predicted_score,close_percent_change,predicted_close_percent_change
3673,2023-06-12 08:00:00,29.9,28.677572,-0.0033333333333334103,-7.414818e-05
3674,2023-06-12 09:00:00,29.5,28.419722,-0.013377926421404673,-0.008991361
3675,2023-06-12 10:00:00,29.48,28.605803,-0.0006779661016949046,0.00654757
3676,2023-06-12 11:00:00,29.55,28.606009,0.002374491180461291,7.1525574e-06
3677,2023-06-12 12:00:00,29.7,28.686337,0.0050761421319796,0.002808094
3678,2023-06-12 13:00:00,29.56,28.089256,-0.004713804713804781,-0.02081412
3679,2023-06-12 14:00:00,29.79,28.118711,0.00778078484438427,0.0010486841
3680,2023-06-12 15:00:00,29.9699,28.08835,0.006038939241356234,-0.0010797381
3681,2023-06-12 16:00:00,30.26,28.089859,0.009679711977684358,5.376339e-05
3682,2023-06-12 17:00:00,30.1899,28.099604,-0.002316589557171178,0.00034689903
3683,2023-06-12 18:00:00,29.92,28.099957,-0.008940075985677365,1.2516975e-05
3684,2023-06-12 19:00:00,30.2102,28.09748,0.009699197860962627,-8.8095665e-05
3685,2023-06-12 20:00:00,30.22,28.098019,0.0003243937478070169,1.9192696e-05
3686,2023-06-12 21:00:00,30.39,28.12274,0.005625413633355558,0.00087976456
3687,2023-06-12 23:00:00,30.02,28.725414,-0.012175057584731808,0.021430135
3688,2023-06-13 08:00:00,29.92,28.45636,-0.0033311125916055673,-0.009366453
3689,2023-06-13 10:00:00,30.45,28.001999,0.017713903743315385,-0.015966952
3690,2023-06-13 12:00:00,29.99,28.264456,-0.015106732348111662,0.00937283
3691,2023-06-13 13:00:00,30.1,28.100233,0.0036678892964321363,-0.005810201
3692,2023-06-13 14:00:00,30.42,28.117483,0.010631229235880335,0.00061392784
3693,2023-06-13 15:00:00,30.62,28.099194,0.006574621959237303,-0.0006504655
3694,2023-06-13 16:00:00,30.615,28.09991,-0.00016329196603537266,2.5510788e-05
3695,2023-06-13 17:00:00,30.4859,28.100176,-0.004216887146823334,9.417534e-06
3696,2023-06-13 18:00:00,30.31,28.100666,-0.005769880502133895,1.7404556e-05
3697,2023-06-13 19:00:00,30.3,28.099848,-0.0003299241174529177,-2.9146671e-05
3698,2023-06-13 20:00:00,30.24,28.151068,-0.001980198019802093,0.0018228292
3699,2023-06-13 21:00:00,30.29,28.611366,0.0016534391534390736,0.016350985
3700,2023-06-13 22:00:00,30.44,28.61066,0.0049521294156487095,-2.4676323e-05
3701,2023-06-13 23:00:00,30.49,28.724495,0.0016425755584756896,0.0039787292
3702,2023-06-14 11:00:00,30.4,28.724495,-0.002951787471302092,0.0
3703,2023-06-14 12:00:00,30.34,28.806223,-0.0019736842105262387,0.0028452873
3704,2023-06-14 13:00:00,30.37,28.09775,0.0009887936717205559,-0.024594426
3705,2023-06-14 14:00:00,30.61,27.986238,0.007902535396772992,-0.0039687157
3706,2023-06-14 15:00:00,30.765,28.097235,0.005063704671675939,0.003966093
3707,2023-06-14 16:00:00,30.7716,28.097336,0.00021452949780598196,3.5762787e-06
3708,2023-06-14 17:00:00,30.72,28.09726,-0.0016768708809421495,-2.7418137e-06
3709,2023-06-14 18:00:00,30.63,28.096918,-0.0029296875,-1.21593475e-05
3710,2023-06-14 19:00:00,30.81,28.096918,0.00587659157688547,0.0
3711,2023-06-14 20:00:00,30.79,28.096827,-0.0006491398896462108,-3.2782555e-06
3712,2023-06-14 21:00:00,30.75,28.47228,-0.0012991230919129348,0.0133628845
3713,2023-06-14 22:00:00,30.6,28.58557,-0.004878048780487809,0.0039789677
3714,2023-06-14 23:00:00,29.5,28.588745,-0.03594771241830075,0.00011110306
3715,2023-06-15 08:00:00,29.83,28.716803,0.011186440677966036,0.004479289
3716,2023-06-15 11:00:00,30.0,28.745657,0.00569896077774068,0.0010048151
3717,2023-06-15 12:00:00,29.29,28.042606,-0.023666666666666725,-0.024457633
3718,2023-06-15 13:00:00,29.34,27.969255,0.0017070672584500457,-0.0026156902
3719,2023-06-15 14:00:00,29.38,27.96079,0.0013633265167007913,-0.0003026724
3720,2023-06-15 15:00:00,29.02,27.953402,-0.012253233492171556,-0.000264287
3721,2023-06-15 16:00:00,28.785,28.027948,-0.008097863542384509,0.002666831
3722,2023-06-15 17:00:00,28.6,27.934492,-0.006426958485322154,-0.003334403
3723,2023-06-15 18:00:00,29.08,28.054947,0.016783216783216703,0.0043120384
3724,2023-06-15 19:00:00,28.85,28.095259,-0.007909215955983373,0.0014368296
3725,2023-06-15 20:00:00,29.0,27.964596,0.005199306759098743,-0.004650712
3726,2023-06-15 21:00:00,28.82,28.67578,-0.006206896551724128,0.025431514
3727,2023-06-15 22:00:00,28.99,28.594812,0.00589868147120054,-0.0028235316
3728,2023-06-15 23:00:00,29.47,28.67302,0.01655743359779227,0.0027350187
3729,2023-06-16 08:00:00,29.47,28.810188,0.0,0.004783869
3730,2023-06-16 09:00:00,29.43,27.979033,-0.001357312521207965,-0.028849363
3731,2023-06-16 10:00:00,29.19,28.455063,-0.00815494393476035,0.017013788
3732,2023-06-16 12:00:00,28.03,28.685097,-0.03973963686193904,0.008084059
3733,2023-06-16 13:00:00,28.72,27.429642,0.024616482340349632,-0.043766797
3734,2023-06-16 14:00:00,28.86,27.4914,0.004874651810584885,0.0022515059
3735,2023-06-16 15:00:00,28.86,28.121267,0.0,0.02291143
3736,2023-06-16 16:00:00,28.735,28.196745,-0.004331254331254364,0.0026839972
3737,2023-06-16 17:00:00,28.63,28.103258,-0.0036540803897685548,-0.0033155084
3738,2023-06-16 18:00:00,28.915,28.060602,0.009954593084177343,-0.0015178323
3739,2023-06-16 19:00:00,28.7,28.120188,-0.0074355870655369305,0.002123475
3740,2023-06-16 20:00:00,28.93,28.00793,0.008013937282229877,-0.003992021
3741,2023-06-16 21:00:00,28.91,28.455677,-0.0006913238852401804,0.015986443
3742,2023-06-16 22:00:00,28.97,28.681322,0.0020754064337598077,0.007929683
